"LOCATION","Country","VARIABLE","Variable","EDITION","Edition","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","IRL","Long-term interest rate on government bonds","EO107_1","EO107_1 Single-hit scenario","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.5,,
"GRC","Greece","IRL","Long-term interest rate on government bonds","EO107_1","EO107_1 Single-hit scenario","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.8025,,
"GRC","Greece","IRL","Long-term interest rate on government bonds","EO107_1","EO107_1 Single-hit scenario","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.17416666666667,,
"GRC","Greece","IRL","Long-term interest rate on government bonds","EO107_1","EO107_1 Single-hit scenario","A","Annual","2010","2010","PC","Percentage","0","Units",,,9.09166666666667,,
"GRC","Greece","IRL","Long-term interest rate on government bonds","EO107_1","EO107_1 Single-hit scenario","A","Annual","2011","2011","PC","Percentage","0","Units",,,15.7491666666667,,
"GRC","Greece","IRL","Long-term interest rate on government bonds","EO107_1","EO107_1 Single-hit scenario","A","Annual","2012","2012","PC","Percentage","0","Units",,,22.4975,,
"GRC","Greece","IRL","Long-term interest rate on government bonds","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","PC","Percentage","0","Units",,,10.0541666666667,,
"GRC","Greece","IRL","Long-term interest rate on government bonds","EO107_1","EO107_1 Single-hit scenario","A","Annual","2014","2014","PC","Percentage","0","Units",,,6.92916666666667,,
"GRC","Greece","IRL","Long-term interest rate on government bonds","EO107_1","EO107_1 Single-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units",,,9.64416666666667,,
"GRC","Greece","IRL","Long-term interest rate on government bonds","EO107_1","EO107_1 Single-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units",,,8.36,,
"GRC","Greece","IRL","Long-term interest rate on government bonds","EO107_1","EO107_1 Single-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units",,,5.97833333333333,,
"GRC","Greece","IRL","Long-term interest rate on government bonds","EO107_1","EO107_1 Single-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units",,,4.185,,
"GRC","Greece","IRL","Long-term interest rate on government bonds","EO107_1","EO107_1 Single-hit scenario","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.58583333333333,,
"GRC","Greece","IRL","Long-term interest rate on government bonds","EO107_1","EO107_1 Single-hit scenario","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.565,,
"GRC","Greece","CPIH","Consumer price index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2005","2005","IDX","Index","0","Units","2010","2010",0.849730101830943,,
"GRC","Greece","CPIH","Consumer price index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2006","2006","IDX","Index","0","Units","2010","2010",0.87788681906329,,
"GRC","Greece","CPIH","Consumer price index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2007","2007","IDX","Index","0","Units","2010","2010",0.904129483961417,,
"GRC","Greece","CPIH","Consumer price index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2008","2008","IDX","Index","0","Units","2010","2010",0.942376950780313,,
"GRC","Greece","CPIH","Consumer price index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2009","2009","IDX","Index","0","Units","2010","2010",0.95507013994409,,
"GRC","Greece","CPIH","Consumer price index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2010","2010","IDX","Index","0","Units","2010","2010",1,,
"GRC","Greece","CPIH","Consumer price index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2011","2011","IDX","Index","0","Units","2010","2010",1.03117890512848,,
"GRC","Greece","CPIH","Consumer price index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2012","2012","IDX","Index","0","Units","2010","2010",1.04184890739512,,
"GRC","Greece","CPIH","Consumer price index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","IDX","Index","0","Units","2010","2010",1.03295024303427,,
"GRC","Greece","CPIH","Consumer price index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2014","2014","IDX","Index","0","Units","2010","2010",1.01855287569573,,
"GRC","Greece","CPIH","Consumer price index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2015","2015","IDX","Index","0","Units","2010","2010",1.00741275531192,,
"GRC","Greece","CPIH","Consumer price index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2016","2016","IDX","Index","0","Units","2010","2010",1.00754707477396,,
"GRC","Greece","CPIH","Consumer price index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2017","2017","IDX","Index","0","Units","2010","2010",1.01901459884653,,
"GRC","Greece","CPIH","Consumer price index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2018","2018","IDX","Index","0","Units","2010","2010",1.026905867242,,
"GRC","Greece","CPIH","Consumer price index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2019","2019","IDX","Index","0","Units","2010","2010",1.03221988094628,,
"GRC","Greece","CPIH","Consumer price index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2020","2020","IDX","Index","0","Units","2010","2010",1.03407201322606,,
"GRC","Greece","IRS","Short-term interest rate","EO107_1","EO107_1 Single-hit scenario","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.184675,,
"GRC","Greece","IRS","Short-term interest rate","EO107_1","EO107_1 Single-hit scenario","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.079225,,
"GRC","Greece","IRS","Short-term interest rate","EO107_1","EO107_1 Single-hit scenario","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.27760833333333,,
"GRC","Greece","IRS","Short-term interest rate","EO107_1","EO107_1 Single-hit scenario","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.63423333333333,,
"GRC","Greece","IRS","Short-term interest rate","EO107_1","EO107_1 Single-hit scenario","A","Annual","2009","2009","PC","Percentage","0","Units",,,1.22835833333333,,
"GRC","Greece","IRS","Short-term interest rate","EO107_1","EO107_1 Single-hit scenario","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.81095,,
"GRC","Greece","IRS","Short-term interest rate","EO107_1","EO107_1 Single-hit scenario","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.3906,,
"GRC","Greece","IRS","Short-term interest rate","EO107_1","EO107_1 Single-hit scenario","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.573183333333333,,
"GRC","Greece","IRS","Short-term interest rate","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.220666666666667,,
"GRC","Greece","IRS","Short-term interest rate","EO107_1","EO107_1 Single-hit scenario","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.209933333333333,,
"GRC","Greece","IRS","Short-term interest rate","EO107_1","EO107_1 Single-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.0193666666666667,,
"GRC","Greece","IRS","Short-term interest rate","EO107_1","EO107_1 Single-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.263691666666667,,
"GRC","Greece","IRS","Short-term interest rate","EO107_1","EO107_1 Single-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.32905,,
"GRC","Greece","IRS","Short-term interest rate","EO107_1","EO107_1 Single-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units",,,-0.322091666666667,,
"GRC","Greece","IRS","Short-term interest rate","EO107_1","EO107_1 Single-hit scenario","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.356333333333333,,
"GRC","Greece","IRS","Short-term interest rate","EO107_1","EO107_1 Single-hit scenario","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.400725,,
"GRC","Greece","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2005","2005","EUR","Euro","0","Units","2010","2010",48552700000,,
"GRC","Greece","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2006","2006","EUR","Euro","0","Units","2010","2010",51083600000,,
"GRC","Greece","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2007","2007","EUR","Euro","0","Units","2010","2010",56507900000,,
"GRC","Greece","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2008","2008","EUR","Euro","0","Units","2010","2010",58470300000,,
"GRC","Greece","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2009","2009","EUR","Euro","0","Units","2010","2010",47642000000,,
"GRC","Greece","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2010","2010","EUR","Euro","0","Units","2010","2010",49957900000,,
"GRC","Greece","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2011","2011","EUR","Euro","0","Units","2010","2010",49971500000,,
"GRC","Greece","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2012","2012","EUR","Euro","0","Units","2010","2010",50557800000,,
"GRC","Greece","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","EUR","Euro","0","Units","2010","2010",51321800000,,
"GRC","Greece","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2014","2014","EUR","Euro","0","Units","2010","2010",55298700000,,
"GRC","Greece","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2015","2015","EUR","Euro","0","Units","2010","2010",57008100000,,
"GRC","Greece","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2016","2016","EUR","Euro","0","Units","2010","2010",55971000000,,
"GRC","Greece","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2017","2017","EUR","Euro","0","Units","2010","2010",59754800000,,
"GRC","Greece","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2018","2018","EUR","Euro","0","Units","2010","2010",64949200000,,
"GRC","Greece","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2019","2019","EUR","Euro","0","Units","2010","2010",68154330912.7283,,
"GRC","Greece","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2020","2020","EUR","Euro","0","Units","2010","2010",60579800788.4795,,
"GRC","Greece","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2005","2005","PC","Percentage","0","Units","2010","2010",3.33945602411052,,
"GRC","Greece","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2006","2006","PC","Percentage","0","Units","2010","2010",5.21268642114651,,
"GRC","Greece","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2007","2007","PC","Percentage","0","Units","2010","2010",10.6184763798949,,
"GRC","Greece","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2008","2008","PC","Percentage","0","Units","2010","2010",3.47278876050959,,
"GRC","Greece","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2009","2009","PC","Percentage","0","Units","2010","2010",-18.5193166445186,,
"GRC","Greece","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2010","2010","PC","Percentage","0","Units","2010","2010",4.86104697535784,,
"GRC","Greece","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2011","2011","PC","Percentage","0","Units","2010","2010",0.0272229217000715,,
"GRC","Greece","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2012","2012","PC","Percentage","0","Units","2010","2010",1.17326876319502,,
"GRC","Greece","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","PC","Percentage","0","Units","2010","2010",1.51114170315955,,
"GRC","Greece","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2014","2014","PC","Percentage","0","Units","2010","2010",7.748948789793,,
"GRC","Greece","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units","2010","2010",3.09121190914083,,
"GRC","Greece","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units","2010","2010",-1.81921516416088,,
"GRC","Greece","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units","2010","2010",6.76028657697733,,
"GRC","Greece","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units","2010","2010",8.69285814696055,,
"GRC","Greece","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2019","2019","PC","Percentage","0","Units","2010","2010",4.93482739237485,,
"GRC","Greece","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2020","2020","PC","Percentage","0","Units","2010","2010",-11.1137913362366,,
"GRC","Greece","PCOREH","Core inflation index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2005","2005","IDX","Index","0","Units","2010","2010",0.875051254633018,,
"GRC","Greece","PCOREH","Core inflation index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2006","2006","IDX","Index","0","Units","2010","2010",0.896413381680189,,
"GRC","Greece","PCOREH","Core inflation index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2007","2007","IDX","Index","0","Units","2010","2010",0.924143143135096,,
"GRC","Greece","PCOREH","Core inflation index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2008","2008","IDX","Index","0","Units","2010","2010",0.952990456588332,,
"GRC","Greece","PCOREH","Core inflation index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2009","2009","IDX","Index","0","Units","2010","2010",0.974553582196352,,
"GRC","Greece","PCOREH","Core inflation index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2010","2010","IDX","Index","0","Units","2010","2010",1,,
"GRC","Greece","PCOREH","Core inflation index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2011","2011","IDX","Index","0","Units","2010","2010",1.01078960274644,,
"GRC","Greece","PCOREH","Core inflation index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2012","2012","IDX","Index","0","Units","2010","2010",1.00747714646363,,
"GRC","Greece","PCOREH","Core inflation index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","IDX","Index","0","Units","2010","2010",0.983284959679694,,
"GRC","Greece","PCOREH","Core inflation index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2014","2014","IDX","Index","0","Units","2010","2010",0.968636184564919,,
"GRC","Greece","PCOREH","Core inflation index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2015","2015","IDX","Index","0","Units","2010","2010",0.964801132023896,,
"GRC","Greece","PCOREH","Core inflation index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2016","2016","IDX","Index","0","Units","2010","2010",0.970678329943164,,
"GRC","Greece","PCOREH","Core inflation index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2017","2017","IDX","Index","0","Units","2010","2010",0.973476229910195,,
"GRC","Greece","PCOREH","Core inflation index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2018","2018","IDX","Index","0","Units","2010","2010",0.976700246826233,,
"GRC","Greece","PCOREH","Core inflation index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2019","2019","IDX","Index","0","Units","2010","2010",0.984756269151321,,
"GRC","Greece","PCOREH","Core inflation index, harmonised","EO107_1","EO107_1 Single-hit scenario","A","Annual","2020","2020","IDX","Index","0","Units","2010","2010",0.988453578846945,,
"GRC","Greece","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_1","EO107_1 Single-hit scenario","A","Annual","2005","2005","PC","Percentage","0","Units","2010","2010",4.09611478841685,,
"GRC","Greece","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_1","EO107_1 Single-hit scenario","A","Annual","2006","2006","PC","Percentage","0","Units","2010","2010",6.8018075901653,,
"GRC","Greece","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_1","EO107_1 Single-hit scenario","A","Annual","2007","2007","PC","Percentage","0","Units","2010","2010",5.39465267236036,,
"GRC","Greece","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_1","EO107_1 Single-hit scenario","A","Annual","2008","2008","PC","Percentage","0","Units","2010","2010",-2.33208582502031,,
"GRC","Greece","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_1","EO107_1 Single-hit scenario","A","Annual","2009","2009","PC","Percentage","0","Units","2010","2010",2.02347834895698,,
"GRC","Greece","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_1","EO107_1 Single-hit scenario","A","Annual","2010","2010","PC","Percentage","0","Units","2010","2010",-4.16775664440883,,
"GRC","Greece","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_1","EO107_1 Single-hit scenario","A","Annual","2011","2011","PC","Percentage","0","Units","2010","2010",-7.02074582971362,,
"GRC","Greece","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_1","EO107_1 Single-hit scenario","A","Annual","2012","2012","PC","Percentage","0","Units","2010","2010",-6.00002571531434,,
"GRC","Greece","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","PC","Percentage","0","Units","2010","2010",-6.44957585677841,,
"GRC","Greece","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_1","EO107_1 Single-hit scenario","A","Annual","2014","2014","PC","Percentage","0","Units","2010","2010",-1.36198148933378,,
"GRC","Greece","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_1","EO107_1 Single-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units","2010","2010",1.57423122818204,,
"GRC","Greece","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_1","EO107_1 Single-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units","2010","2010",-0.707786379855086,,
"GRC","Greece","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_1","EO107_1 Single-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units","2010","2010",-0.410551868917353,,
"GRC","Greece","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_1","EO107_1 Single-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units","2010","2010",-2.51060742089013,,
"GRC","Greece","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_1","EO107_1 Single-hit scenario","A","Annual","2019","2019","PC","Percentage","0","Units","2010","2010",2.16740696239255,,
"GRC","Greece","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_1","EO107_1 Single-hit scenario","A","Annual","2020","2020","PC","Percentage","0","Units","2010","2010",1.72890698333236,,
"GRC","Greece","LF","Labour force","EO107_1","EO107_1 Single-hit scenario","A","Annual","2005","2005","PER","Persons","0","Units",,,4937100,,
"GRC","Greece","LF","Labour force","EO107_1","EO107_1 Single-hit scenario","A","Annual","2006","2006","PER","Persons","0","Units",,,4975725,,
"GRC","Greece","LF","Labour force","EO107_1","EO107_1 Single-hit scenario","A","Annual","2007","2007","PER","Persons","0","Units",,,4982400,,
"GRC","Greece","LF","Labour force","EO107_1","EO107_1 Single-hit scenario","A","Annual","2008","2008","PER","Persons","0","Units",,,4998375,,
"GRC","Greece","LF","Labour force","EO107_1","EO107_1 Single-hit scenario","A","Annual","2009","2009","PER","Persons","0","Units",,,5040700,,
"GRC","Greece","LF","Labour force","EO107_1","EO107_1 Single-hit scenario","A","Annual","2010","2010","PER","Persons","0","Units",,,5029125,,
"GRC","Greece","LF","Labour force","EO107_1","EO107_1 Single-hit scenario","A","Annual","2011","2011","PER","Persons","0","Units",,,4936175,,
"GRC","Greece","LF","Labour force","EO107_1","EO107_1 Single-hit scenario","A","Annual","2012","2012","PER","Persons","0","Units",,,4890075,,
"GRC","Greece","LF","Labour force","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","PER","Persons","0","Units",,,4843550,,
"GRC","Greece","LF","Labour force","EO107_1","EO107_1 Single-hit scenario","A","Annual","2014","2014","PER","Persons","0","Units",,,4810675,,
"GRC","Greece","LF","Labour force","EO107_1","EO107_1 Single-hit scenario","A","Annual","2015","2015","PER","Persons","0","Units",,,4807625,,
"GRC","Greece","LF","Labour force","EO107_1","EO107_1 Single-hit scenario","A","Annual","2016","2016","PER","Persons","0","Units",,,4804506.83499999,,
"GRC","Greece","LF","Labour force","EO107_1","EO107_1 Single-hit scenario","A","Annual","2017","2017","PER","Persons","0","Units",,,4779725,,
"GRC","Greece","LF","Labour force","EO107_1","EO107_1 Single-hit scenario","A","Annual","2018","2018","PER","Persons","0","Units",,,4743050,,
"GRC","Greece","LF","Labour force","EO107_1","EO107_1 Single-hit scenario","A","Annual","2019","2019","PER","Persons","0","Units",,,4729900.00002061,,
"GRC","Greece","LF","Labour force","EO107_1","EO107_1 Single-hit scenario","A","Annual","2020","2020","PER","Persons","0","Units",,,4681529.86376232,,
"GRC","Greece","PXGS","Exports of goods and services, deflator (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2005","2005","IDX","Index","0","Units","2010","2010",0.874575461302873,,
"GRC","Greece","PXGS","Exports of goods and services, deflator (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2006","2006","IDX","Index","0","Units","2010","2010",0.903029543728319,,
"GRC","Greece","PXGS","Exports of goods and services, deflator (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2007","2007","IDX","Index","0","Units","2010","2010",0.92736590812966,,
"GRC","Greece","PXGS","Exports of goods and services, deflator (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2008","2008","IDX","Index","0","Units","2010","2010",0.966863518743704,,
"GRC","Greece","PXGS","Exports of goods and services, deflator (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2009","2009","IDX","Index","0","Units","2010","2010",0.946417026992989,,
"GRC","Greece","PXGS","Exports of goods and services, deflator (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2010","2010","IDX","Index","0","Units","2010","2010",1,,
"GRC","Greece","PXGS","Exports of goods and services, deflator (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2011","2011","IDX","Index","0","Units","2010","2010",1.05791701269724,,
"GRC","Greece","PXGS","Exports of goods and services, deflator (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2012","2012","IDX","Index","0","Units","2010","2010",1.08479601564942,,
"GRC","Greece","PXGS","Exports of goods and services, deflator (national accounts basis)","EO107_1","EO107_1 Single-hit scenario","A","Annual","2013","2013","IDX","Index","0","Units","2010","2010",1.06845044406081,,
